ScientificName;AphiaID;Synonym;SynonymID;Kingdom;Phylum;Class;Order;Family;Genus;locality;locationID;higherGeography;higherGeographyID;recordStatus;typeStatus;establishmentMeans;invasiveness;occurrence;decimalLatitude;decimalLongitude;qualityStatus
Streblospio shrubsolii;131193;Streblospio shrubsolii;131193;Animalia;Annelida;Polychaeta;Spionida;Spionidae;Streblospio;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Pherusa flabellata;130110;Pherusa flabellata;130110;Animalia;Annelida;Polychaeta;Terebellida;Flabelligeridae;Pherusa;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;Belgium;http://marineregions.org/mrgid/14;doubtful;NA;NA;NA;NA;NA;NA;unreviewed
Pherusa plumosa;130113;Flemingia muricata;336891;Animalia;Annelida;Polychaeta;Terebellida;Flabelligeridae;Pherusa;United Kingdom Exclusive Economic Zone;http://marineregions.org/mrgid/5696;NA;NA;valid;holotype;NA;NA;NA;NA;NA;checked
Herrmannella duggani;128860;Herrmannella duggani;128860;Animalia;Arthropoda;Copepoda;Cyclopoida;Lichomolgidae;Herrmannella;Atlantic Europe;http://marineregions.org/mrgid/9230;NA;NA;valid;NA;Alien;NA;NA;NA;NA;unreviewed
Mytilicola intestinalis;128900;Mytilicola intestinalis;128900;Animalia;Arthropoda;Copepoda;Cyclopoida;Mytilicolidae;Mytilicola;Atlantic Europe;http://marineregions.org/mrgid/9230;NA;NA;valid;NA;Alien;NA;NA;NA;NA;unreviewed
Mytilicola orientalis;128901;Mytilicola orientalis;128901;Animalia;Arthropoda;Copepoda;Cyclopoida;Mytilicolidae;Mytilicola;Atlantic Europe;http://marineregions.org/mrgid/9230;NA;NA;valid;NA;Alien;NA;NA;NA;NA;unreviewed
Tisbe furcata;116665;Tisbe furcata;116665;Animalia;Arthropoda;Copepoda;Harpacticoida;Tisbidae;Tisbe;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;Belgium;http://marineregions.org/mrgid/14;valid;NA;NA;NA;NA;NA;NA;unreviewed
Caprella andreae;101825;Caprella andreae;101825;Animalia;Arthropoda;Malacostraca;Amphipoda;Caprellidae;Caprella;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;checked
Caprella linearis;101839;Caprella linearis;101839;Animalia;Arthropoda;Malacostraca;Amphipoda;Caprellidae;Caprella;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;Belgium;http://marineregions.org/mrgid/14;valid;NA;NA;NA;NA;NA;NA;unreviewed
Caprella macho;147473;Caprella macho;147473;Animalia;Arthropoda;Malacostraca;Amphipoda;Caprellidae;Caprella;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;Alien;NA;NA;NA;NA;unreviewed
Caprella mutica;146768;Caprella mutica;146768;Animalia;Arthropoda;Malacostraca;Amphipoda;Caprellidae;Caprella;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;Alien;NA;NA;NA;NA;checked
Caprella tuberculata;101853;Caprella tuberculata;101853;Animalia;Arthropoda;Malacostraca;Amphipoda;Caprellidae;Caprella;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Pariambus typicus;101857;Pariambus typicus;101857;Animalia;Arthropoda;Malacostraca;Amphipoda;Caprellidae;Pariambus;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;Belgium;http://marineregions.org/mrgid/14;valid;NA;NA;NA;NA;NA;NA;unreviewed
Chaetogammarus marinus;148556;Chaetogammarus marinus;148556;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Chaetogammarus;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Chaetogammarus trichiatus;734453;Echinogammarus trichiatus;490139;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Chaetogammarus;Belgian part of the North Sea;http://marineregions.org/mrgid/26567;Belgium;http://marineregions.org/mrgid/14;valid;NA;Alien;Of concern;Reported;NA;NA;trusted
Dikerogammarus villosus;148586;Dikerogammarus villosus;148586;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Dikerogammarus;Belgian part of the North Sea;http://marineregions.org/mrgid/26567;Belgium;http://marineregions.org/mrgid/14;valid;NA;Alien;Not specified;Established;NA;NA;trusted
Echinogammarus berilloni;180160;Echinogammarus berilloni;180160;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Echinogammarus;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;checked
Echinogammarus trichiatus;490139;Echinogammarus trichiatus;490139;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Echinogammarus;Belgian part of the North Sea;http://marineregions.org/mrgid/26567;Belgium;http://marineregions.org/mrgid/14;valid;NA;Alien;Of concern;Reported;NA;NA;trusted
Gammarus chevreuxi;102274;Gammarus chevreuxi;102274;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;Belgium;http://marineregions.org/mrgid/14;valid;NA;NA;NA;NA;NA;NA;unreviewed
Gammarus crinicornis;102275;Gammarus crinicornis;102275;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;Belgium;http://marineregions.org/mrgid/14;valid;NA;NA;NA;NA;NA;NA;unreviewed
Gammarus insensibilis;102280;Gammarus insensibilis;102280;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Gammarus locusta;102281;Gammarus locusta;102281;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Gammarus marinus;102283;Gammarus marinus;102283;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;Belgium;http://marineregions.org/mrgid/14;valid;NA;NA;NA;NA;NA;NA;unreviewed
Gammarus salinus;102292;Gammarus salinus;102292;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Gammarus tigrinus;102296;Gammarus tigrinus;102296;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;Alien;NA;NA;NA;NA;unreviewed
Gammarus zaddachi;102299;Gammarus zaddachi;102299;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Marinogammarus marinus;102303;Chaetogammarus marinus;148556;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Marinogammarus;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Marinogammarus obtusatus;102304;Eulimnogammarus obtusatus;102269;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Marinogammarus;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Elasmopus rapax;102805;Elasmopus rapax;102805;Animalia;Arthropoda;Malacostraca;Amphipoda;Maeridae;Elasmopus;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;Belgium;http://marineregions.org/mrgid/14;valid;NA;NA;NA;NA;NA;NA;unreviewed
Asterocarpa humilis;250047;Asterocarpa humilis;250047;Animalia;Chordata;Ascidiacea;Stolidobranchia;Styelidae;Asterocarpa;United Kingdom part of the English Channel;http://marineregions.org/mrgid/25217;English Channel;http://marineregions.org/mrgid/2389;valid;NA;Alien;Uncertain;Established;NA;NA;trusted
Botrylloides diegensis;252278;Botrylloides diegensis;252278;Animalia;Chordata;Ascidiacea;Stolidobranchia;Styelidae;Botrylloides;United Kingdom part of the English Channel;http://marineregions.org/mrgid/25217;English Channel;http://marineregions.org/mrgid/2389;valid;NA;Alien;Uncertain;Established;NA;NA;trusted
Botrylloides violaceus;148715;Botrylloides violaceus;148715;Animalia;Chordata;Ascidiacea;Stolidobranchia;Styelidae;Botrylloides;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;valid;NA;Alien;NA;NA;NA;NA;unreviewed
Botryllus schlosseri;103862;Botryllus schlosseri;103862;Animalia;Chordata;Ascidiacea;Stolidobranchia;Styelidae;Botryllus;United Kingdom;http://marineregions.org/mrgid/2208;United Kingdom;http://marineregions.org/mrgid/2208;valid;NA;NA;NA;NA;NA;NA;unreviewed
Botryllus violaceus;268121;Botryllus violaceus;268121;Animalia;Chordata;Ascidiacea;Stolidobranchia;Styelidae;Botryllus;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;Alien;Uncertain;Reported;NA;NA;trusted
Distomus variolosus;103890;Distomus variolosus;103890;Animalia;Chordata;Ascidiacea;Stolidobranchia;Styelidae;Distomus;West Coast of Scotland;http://marineregions.org/mrgid/14299;United Kingdom;http://marineregions.org/mrgid/2208;valid;NA;NA;NA;NA;NA;NA;unreviewed
Styela canopus;103926;Styela canopus;103926;Animalia;Chordata;Ascidiacea;Stolidobranchia;Styelidae;Styela;United Kingdom Exclusive Economic Zone;http://marineregions.org/mrgid/5696;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;Alien;Uncertain;Reported;NA;NA;trusted
Styela clava;103929;Styela clava;103929;Animalia;Chordata;Ascidiacea;Stolidobranchia;Styelidae;Styela;Atlantic Europe;http://marineregions.org/mrgid/9230;NA;NA;valid;NA;Alien;NA;NA;NA;NA;unreviewed
Styela mammiculata;253931;Styela mammiculata;253931;Animalia;Chordata;Ascidiacea;Stolidobranchia;Styelidae;Styela;United Kingdom part of the English Channel;http://marineregions.org/mrgid/25217;English Channel;http://marineregions.org/mrgid/2389;valid;NA;Alien;Uncertain;Reported;NA;NA;trusted
Acipenser ruthenus;233941;Acipenser ruthenus;233941;Animalia;Chordata;Chondrostei;Acipenseriformes;Acipenseridae;Acipenser;Dutch part of the North Sea;http://marineregions.org/mrgid/25232;North Sea;http://marineregions.org/mrgid/2350;valid;NA;Origin unknown;Uncertain;Reported;NA;NA;trusted
Acipenser sturio;126279;Acipenser sturio;126279;Animalia;Chordata;Chondrostei;Acipenseriformes;Acipenseridae;Acipenser;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Cystophora cristata;137078;Cystophora cristata;137078;Animalia;Chordata;Mammalia;Carnivora;Phocidae;Cystophora;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;doubtful;NA;NA;NA;NA;NA;NA;unreviewed
Cyprinus carpio;154582;Cyprinus carpio;154582;Animalia;Chordata;Teleostei;Cypriniformes;Cyprinidae;Cyprinus;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Leucaspius delineatus;154321;Leucaspius delineatus;154321;Animalia;Chordata;Teleostei;Cypriniformes;Cyprinidae;Leucaspius;Belgian part of the North Sea;http://marineregions.org/mrgid/26567;Belgium;http://marineregions.org/mrgid/14;valid;NA;Alien;Uncertain;Uncertain;NA;NA;trusted
Alcyonium coralloides;125332;Alcyonium coralloides;125332;Animalia;Cnidaria;Octocorallia;Malacalcyonacea;Alcyoniidae;Alcyonium;United Kingdom Exclusive Economic Zone;http://marineregions.org/mrgid/5696;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;55.33;-6.22;unreviewed
Alcyonium cydonium;189887;Alcyonium cydonium;189887;Animalia;Cnidaria;Octocorallia;Malacalcyonacea;Alcyoniidae;Alcyonium;North Sea;http://marineregions.org/mrgid/21912;NA;NA;valid;holotype;NA;NA;NA;56.16667;-2.75028;checked
Alcyonium digitatum;125333;Alcyonium digitatum;125333;Animalia;Cnidaria;Octocorallia;Malacalcyonacea;Alcyoniidae;Alcyonium;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Alcyonium ficus;291632;Alcyonium ficus;291632;Animalia;Cnidaria;Octocorallia;Malacalcyonacea;Alcyoniidae;Alcyonium;United Kingdom Exclusive Economic Zone;http://marineregions.org/mrgid/5696;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;NA;NA;checked
Alcyonium glomeratum;132159;Alcyonium glomeratum;132159;Animalia;Cnidaria;Octocorallia;Malacalcyonacea;Alcyoniidae;Alcyonium;West Coast of Scotland;http://marineregions.org/mrgid/14299;United Kingdom;http://marineregions.org/mrgid/2208;valid;NA;NA;NA;NA;NA;NA;unreviewed
Alcyonium tomentosum;151649;Alcyonium tomentosum;151649;Animalia;Cnidaria;Octocorallia;Malacalcyonacea;Alcyoniidae;Alcyonium;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Beroe cucumis;106358;Beroe cucumis;106358;Animalia;Ctenophora;Nuda;Beroida;Beroidae;Beroe;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Beroe gracilis;106361;Beroe gracilis;106361;Animalia;Ctenophora;Nuda;Beroida;Beroidae;Beroe;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;Belgium;http://marineregions.org/mrgid/14;valid;NA;NA;NA;NA;NA;NA;unreviewed
Beroe ovata;1719780;Beroe ovatus;106362;Animalia;Ctenophora;Nuda;Beroida;Beroidae;Beroe;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Beroe ovatus;106362;Beroe ovatus;106362;Animalia;Ctenophora;Nuda;Beroida;Beroidae;Beroe;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Ensis americanus;152356;Ensis americanus;152356;Animalia;Mollusca;Bivalvia;Adapedonta;Pharidae;Ensis;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;Alien;NA;NA;NA;NA;unreviewed
Ensis arcuatus;140731;Ensis arcuatus;140731;Animalia;Mollusca;Bivalvia;Adapedonta;Pharidae;Ensis;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Ensis directus;140732;Ensis directus;140732;Animalia;Mollusca;Bivalvia;Adapedonta;Pharidae;Ensis;French part of Greater North Sea;http://marineregions.org/mrgid/63297;France;http://marineregions.org/mrgid/17;valid;NA;Alien;NA;NA;NA;NA;checked
Ensis ensis;140733;Ensis ensis;140733;Animalia;Mollusca;Bivalvia;Adapedonta;Pharidae;Ensis;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Ensis leei;876640;Ensis leei;876640;Animalia;Mollusca;Bivalvia;Adapedonta;Pharidae;Ensis;Belgian part of the North Sea;http://marineregions.org/mrgid/26567;Belgium;http://marineregions.org/mrgid/14;valid;NA;Alien;NA;NA;NA;NA;trusted
Ensis magnus;160539;Ensis arcuatus;140731;Animalia;Mollusca;Bivalvia;Adapedonta;Pharidae;Ensis;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Ensis minor;140734;Ensis minor;140734;Animalia;Mollusca;Bivalvia;Adapedonta;Pharidae;Ensis;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;Belgium;http://marineregions.org/mrgid/14;valid;NA;NA;NA;NA;NA;NA;unreviewed
Ensis phaxoides;152280;Ensis phaxoides;152280;Animalia;Mollusca;Bivalvia;Adapedonta;Pharidae;Ensis;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Ensis siliqua;140735;Ensis siliqua;140735;Animalia;Mollusca;Bivalvia;Adapedonta;Pharidae;Ensis;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;Belgium;http://marineregions.org/mrgid/14;valid;NA;NA;NA;NA;NA;NA;unreviewed
Phaxas pellucidus;140737;Phaxas pellucidus;140737;Animalia;Mollusca;Bivalvia;Adapedonta;Pharidae;Phaxas;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Siliqua bavarica;1757669;Siliqua bavarica;1757669;Animalia;Mollusca;Bivalvia;Adapedonta;Pharidae;Siliqua;Germany;http://marineregions.org/mrgid/48115;NA;NA;valid;holotype;NA;NA;NA;NA;NA;checked
Mendicula ferruginosa;152905;Mendicula ferruginosa;152905;Animalia;Mollusca;Bivalvia;Lucinida;Thyasiridae;Mendicula;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;55.3300018310547;3;unreviewed
Mendicula pygmaea;152424;Mendicula pygmaea;152424;Animalia;Mollusca;Bivalvia;Lucinida;Thyasiridae;Mendicula;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;55.3300018310547;3;unreviewed
Thyasira croulinensis;141658;Thyasira croulinensis;141658;Animalia;Mollusca;Bivalvia;Lucinida;Thyasiridae;Thyasira;West Coast of Scotland;http://marineregions.org/mrgid/14299;United Kingdom;http://marineregions.org/mrgid/2208;valid;NA;NA;NA;NA;NA;NA;unreviewed
Thyasira equalis;141659;Thyasira equalis;141659;Animalia;Mollusca;Bivalvia;Lucinida;Thyasiridae;Thyasira;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Thyasira ferruginea;141661;Thyasira ferruginea;141661;Animalia;Mollusca;Bivalvia;Lucinida;Thyasiridae;Thyasira;West Coast of Scotland;http://marineregions.org/mrgid/14299;United Kingdom;http://marineregions.org/mrgid/2208;valid;NA;NA;NA;NA;NA;NA;unreviewed
Thyasira flexuosa;141662;Thyasira flexuosa;141662;Animalia;Mollusca;Bivalvia;Lucinida;Thyasiridae;Thyasira;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Thyasira gouldii;141663;Thyasira gouldii;141663;Animalia;Mollusca;Bivalvia;Lucinida;Thyasiridae;Thyasira;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Thyasira granulosa;141664;Thyasira granulosa;141664;Animalia;Mollusca;Bivalvia;Lucinida;Thyasiridae;Thyasira;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Thyasira obsoleta;141668;Thyasira obsoleta;141668;Animalia;Mollusca;Bivalvia;Lucinida;Thyasiridae;Thyasira;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Thyasira polygona;875219;Axinus flexuosus var. polygona;752853;Animalia;Mollusca;Bivalvia;Lucinida;Thyasiridae;Thyasira;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;55.3300018310547;3;unreviewed
Thyasira sarsii;141672;Thyasira sarsii;141672;Animalia;Mollusca;Bivalvia;Lucinida;Thyasiridae;Thyasira;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Thyasira succisa;141676;Thyasira succisa;141676;Animalia;Mollusca;Bivalvia;Lucinida;Thyasiridae;Thyasira;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Lutraria angustior;140294;Lutraria angustior;140294;Animalia;Mollusca;Bivalvia;Venerida;Mactridae;Lutraria;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Lutraria lutraria;140295;Lutraria lutraria;140295;Animalia;Mollusca;Bivalvia;Venerida;Mactridae;Lutraria;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;Belgium;http://marineregions.org/mrgid/14;valid;NA;NA;NA;NA;NA;NA;unreviewed
Lutraria magna;140296;Lutraria magna;140296;Animalia;Mollusca;Bivalvia;Venerida;Mactridae;Lutraria;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Lutraria oblonga;152852;Lutraria magna;140296;Animalia;Mollusca;Bivalvia;Venerida;Mactridae;Lutraria;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Mactra cinerea;151614;Mactra cinerea;151614;Animalia;Mollusca;Bivalvia;Venerida;Mactridae;Mactra;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Mactra corallina;151616;Mactra corallina;151616;Animalia;Mollusca;Bivalvia;Venerida;Mactridae;Mactra;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Mactra plistoneerlandica;1606971;Mactra corallina plistoneerlandica;1606953;Animalia;Mollusca;Bivalvia;Venerida;Mactridae;Mactra;Netherlands;http://marineregions.org/mrgid/15;NA;NA;valid;holotype;NA;NA;NA;NA;NA;checked
Mactra stultorum;140299;Mactra stultorum;140299;Animalia;Mollusca;Bivalvia;Venerida;Mactridae;Mactra;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;Belgium;http://marineregions.org/mrgid/14;valid;NA;NA;NA;NA;NA;NA;unreviewed
Rangia cuneata;156991;Rangia cuneata;156991;Animalia;Mollusca;Bivalvia;Venerida;Mactridae;Rangia;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;valid;NA;Alien;NA;NA;NA;NA;unreviewed
Spisula elliptica;140300;Spisula elliptica;140300;Animalia;Mollusca;Bivalvia;Venerida;Mactridae;Spisula;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Spisula solida;140301;Spisula solida;140301;Animalia;Mollusca;Bivalvia;Venerida;Mactridae;Spisula;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Spisula subtruncata;140302;Spisula subtruncata;140302;Animalia;Mollusca;Bivalvia;Venerida;Mactridae;Spisula;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Callista chione;141906;Callista chione;141906;Animalia;Mollusca;Bivalvia;Venerida;Veneridae;Callista;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Dosinia exoleta;141911;Dosinia exoleta;141911;Animalia;Mollusca;Bivalvia;Venerida;Veneridae;Dosinia;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;checked
Dosinia lupinus;141912;Dosinia lupinus;141912;Animalia;Mollusca;Bivalvia;Venerida;Veneridae;Dosinia;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Gouldia minima;141916;Gouldia minima;141916;Animalia;Mollusca;Bivalvia;Venerida;Veneridae;Gouldia;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Mercenaria mercenaria;141919;Mercenaria mercenaria;141919;Animalia;Mollusca;Bivalvia;Venerida;Veneridae;Mercenaria;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Paphia aurea;141920;Paphia aurea;141920;Animalia;Mollusca;Bivalvia;Venerida;Veneridae;Paphia;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;Belgium;http://marineregions.org/mrgid/14;valid;NA;NA;NA;NA;NA;NA;unreviewed
Paphia rhomboides;141923;Paphia rhomboides;141923;Animalia;Mollusca;Bivalvia;Venerida;Veneridae;Paphia;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Rzehakia guembeli;1500801;Venerupis guembeli;1502842;Animalia;Mollusca;Bivalvia;Venerida;Veneridae;Rzehakia;Germany;http://marineregions.org/mrgid/2101;NA;NA;valid;holotype;NA;NA;NA;NA;NA;checked
Rzehakia partschi;1500798;Tapes partschi;1503195;Animalia;Mollusca;Bivalvia;Venerida;Veneridae;Rzehakia;Germany;http://marineregions.org/mrgid/2101;NA;NA;valid;holotype;NA;NA;NA;NA;NA;checked
Tapes partschi;1503195;Tapes partschi;1503195;Animalia;Mollusca;Bivalvia;Venerida;Veneridae;Tapes;Germany;http://marineregions.org/mrgid/2101;NA;NA;valid;holotype;NA;NA;NA;NA;NA;checked
Timoclea ovata;141929;Timoclea ovata;141929;Animalia;Mollusca;Bivalvia;Venerida;Veneridae;Timoclea;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
