Well;replno;smpltp;templvol;QtyID;Replicate;WellType;ThresholddRn;CtdRn;Quantitycopies;RSqdRn;SlopedRn;qpcrno;MONISprojectno;AssayID;speciesabbr;plateno;qpcrrundate
B12;Unkn26;MST0378;3uL;QtyorID;Unkn26;Unkn26;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
C01;Std03;std1E3;3uL;QtyorID;Std03;Std03;Treshold;27.2656358249848;3000;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
C02;Std03;std1E3;3uL;QtyorID;Std03;Std03;Treshold;26.3615667676242;3000;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
C03;Std03;std1E3;3uL;QtyorID;Std03;Std03;Treshold;27.3482113006729;3000;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
C04;Unkn11;MST0502;3uL;QtyorID;Unkn11;Unkn11;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
C05;Unkn11;MST0502;3uL;QtyorID;Unkn11;Unkn11;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
C06;Unkn11;MST0502;3uL;QtyorID;Unkn11;Unkn11;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
C07;Unkn19;MST0386;3uL;QtyorID;Unkn19;Unkn19;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
C08;Unkn19;MST0386;3uL;QtyorID;Unkn19;Unkn19;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
C09;Unkn19;MST0386;3uL;QtyorID;Unkn19;Unkn19;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
C10;Unkn27;MST0551;3uL;QtyorID;Unkn27;Unkn27;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
C11;Unkn27;MST0551;3uL;QtyorID;Unkn27;Unkn27;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
C12;Unkn27;MST0551;3uL;QtyorID;Unkn27;Unkn27;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
D01;Std04;std1E2;3uL;QtyorID;Std04;Std04;Treshold;30.9523366296012;300;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
D02;Std04;std1E2;3uL;QtyorID;Std04;Std04;Treshold;30.9157320673793;300;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
D03;Std04;std1E2;3uL;QtyorID;Std04;Std04;Treshold;28.2166284728269;300;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
D04;Unkn12;MST0462;3uL;QtyorID;Unkn12;Unkn12;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
D05;Unkn12;MST0462;3uL;QtyorID;Unkn12;Unkn12;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
D06;Unkn12;MST0462;3uL;QtyorID;Unkn12;Unkn12;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
D07;Unkn20;MST0377;3uL;QtyorID;Unkn20;Unkn20;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
D08;Unkn20;MST0377;3uL;QtyorID;Unkn20;Unkn20;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
D09;Unkn20;MST0377;3uL;QtyorID;Unkn20;Unkn20;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
D10;Unkn28;MST0512;3uL;QtyorID;Unkn28;Unkn28;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
D11;Unkn28;MST0512;3uL;QtyorID;Unkn28;Unkn28;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
D12;Unkn28;MST0512;3uL;QtyorID;Unkn28;Unkn28;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
E01;Std05;std1E1;3uL;QtyorID;Std05;Std05;Treshold;34.2260864393263;30;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
E02;Std05;std1E1;3uL;QtyorID;Std05;Std05;Treshold;34.1605523377577;30;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
E03;Std05;std1E1;3uL;QtyorID;Std05;Std05;Treshold;34.200168295805;30;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
E04;Unkn13;MST0424;3uL;QtyorID;Unkn13;Unkn13;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
E05;Unkn13;MST0424;3uL;QtyorID;Unkn13;Unkn13;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
E06;Unkn13;MST0424;3uL;QtyorID;Unkn13;Unkn13;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
E07;Unkn21;MST0404;3uL;QtyorID;Unkn21;Unkn21;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
E08;Unkn21;MST0404;3uL;QtyorID;Unkn21;Unkn21;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
E09;Unkn21;MST0404;3uL;QtyorID;Unkn21;Unkn21;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
E10;Unkn29;MST0558;3uL;QtyorID;Unkn29;Unkn29;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
E11;Unkn29;MST0558;3uL;QtyorID;Unkn29;Unkn29;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
E12;Unkn29;MST0558;3uL;QtyorID;Unkn29;Unkn29;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
F01;Std06;std1E0;3uL;QtyorID;Std06;Std06;Treshold;38.2152260778429;3;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
F02;Std06;std1E0;3uL;QtyorID;Std06;Std06;Treshold;37.1596797904424;3;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
F03;Std06;std1E0;3uL;QtyorID;Std06;Std06;Treshold;38.7799624235328;3;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
F04;Unkn14;MST0533;3uL;QtyorID;Unkn14;Unkn14;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
F05;Unkn14;MST0533;3uL;QtyorID;Unkn14;Unkn14;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
F06;Unkn14;MST0533;3uL;QtyorID;Unkn14;Unkn14;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
F07;Unkn22;MST0448;3uL;QtyorID;Unkn22;Unkn22;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
F08;Unkn22;MST0448;3uL;QtyorID;Unkn22;Unkn22;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
F09;Unkn22;MST0448;3uL;QtyorID;Unkn22;Unkn22;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
F10;Unkn30;MST0501;3uL;QtyorID;Unkn30;Unkn30;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
F11;Unkn30;MST0501;3uL;QtyorID;Unkn30;Unkn30;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
F12;Unkn30;MST0501;3uL;QtyorID;Unkn30;Unkn30;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
G01;Std07;std1E-1;3uL;QtyorID;Std07;Std07;Treshold;NaN;0.3;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
G02;Std07;std1E-1;3uL;QtyorID;Std07;Std07;Treshold;NaN;0.3;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
G03;Std07;std1E-1;3uL;QtyorID;Std07;Std07;Treshold;NaN;0.3;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
G04;Unkn15;MST0526;3uL;QtyorID;Unkn15;Unkn15;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
G05;Unkn15;MST0526;3uL;QtyorID;Unkn15;Unkn15;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
G06;Unkn15;MST0526;3uL;QtyorID;Unkn15;Unkn15;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
G07;Unkn23;MST0553;3uL;QtyorID;Unkn23;Unkn23;Treshold;37.0995701387987;4.63233889572762;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
G08;Unkn23;MST0553;3uL;QtyorID;Unkn23;Unkn23;Treshold;37.9689249498349;2.66187994453881;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
G09;Unkn23;MST0553;3uL;QtyorID;Unkn23;Unkn23;Treshold;37.7730211889134;3.01584395949255;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
G10;Unkn31;MST0447;3uL;QtyorID;Unkn31;Unkn31;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
G11;Unkn31;MST0447;3uL;QtyorID;Unkn31;Unkn31;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
G12;Unkn31;MST0447;3uL;QtyorID;Unkn31;Unkn31;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
H01;NegCtrl08;std1ENTC;3uL;QtyorID;NegCtrl08;NegCtrl08;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
H02;NegCtrl08;std1ENTC;3uL;QtyorID;NegCtrl08;NegCtrl08;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
H03;NegCtrl08;std1ENTC;3uL;QtyorID;NegCtrl08;NegCtrl08;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
H04;Unkn16;MST0529;3uL;QtyorID;Unkn16;Unkn16;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
H05;Unkn16;MST0529;3uL;QtyorID;Unkn16;Unkn16;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
H06;Unkn16;MST0529;3uL;QtyorID;Unkn16;Unkn16;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
H07;Unkn24;MST0412;3uL;QtyorID;Unkn24;Unkn24;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
H08;Unkn24;MST0412;3uL;QtyorID;Unkn24;Unkn24;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
H09;Unkn24;MST0412;3uL;QtyorID;Unkn24;Unkn24;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
H10;Unkn32;MST0395;3uL;QtyorID;Unkn32;Unkn32;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
H11;Unkn32;MST0395;3uL;QtyorID;Unkn32;Unkn32;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
H12;Unkn32;MST0395;3uL;QtyorID;Unkn32;Unkn32;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0779;MONIS5biorad;assid01;Bonham;plt03;qpcrrundate20201217
A01;Std01;std1E5;3uL;QtyorID;Std01;Std01;Treshold;19.7603860688119;300000;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
A02;Std01;std1E5;3uL;QtyorID;Std01;Std01;Treshold;19.6858639470277;300000;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
A03;Std01;std1E5;3uL;QtyorID;Std01;Std01;Treshold;19.5865991605485;300000;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
A04;Unkn09;MST0379;3uL;QtyorID;Unkn09;Unkn09;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
A05;Unkn09;MST0379;3uL;QtyorID;Unkn09;Unkn09;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
A06;Unkn09;MST0379;3uL;QtyorID;Unkn09;Unkn09;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
A07;Unkn17;MST0530;3uL;QtyorID;Unkn17;Unkn17;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
A08;Unkn17;MST0530;3uL;QtyorID;Unkn17;Unkn17;Treshold;46.2908276477502;0.026490339765428;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
A09;Unkn17;MST0530;3uL;QtyorID;Unkn17;Unkn17;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
A10;Unkn25;MST0353;3uL;QtyorID;Unkn25;Unkn25;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
A11;Unkn25;MST0353;3uL;QtyorID;Unkn25;Unkn25;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
A12;Unkn25;MST0353;3uL;QtyorID;Unkn25;Unkn25;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
B01;Std02;std1E4;3uL;QtyorID;Std02;Std02;Treshold;22.9042553863169;30000;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
B02;Std02;std1E4;3uL;QtyorID;Std02;Std02;Treshold;23.0980019154558;30000;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
B03;Std02;std1E4;3uL;QtyorID;Std02;Std02;Treshold;22.5038240409568;30000;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
B04;Unkn10;MST0367;3uL;QtyorID;Unkn10;Unkn10;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
B05;Unkn10;MST0367;3uL;QtyorID;Unkn10;Unkn10;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
B06;Unkn10;MST0367;3uL;QtyorID;Unkn10;Unkn10;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
B07;Unkn18;MST0384;3uL;QtyorID;Unkn18;Unkn18;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
B08;Unkn18;MST0384;3uL;QtyorID;Unkn18;Unkn18;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
B09;Unkn18;MST0384;3uL;QtyorID;Unkn18;Unkn18;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
B10;Unkn26;MST0378;3uL;QtyorID;Unkn26;Unkn26;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
B11;Unkn26;MST0378;3uL;QtyorID;Unkn26;Unkn26;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
B12;Unkn26;MST0378;3uL;QtyorID;Unkn26;Unkn26;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
C01;Std03;std1E3;3uL;QtyorID;Std03;Std03;Treshold;27.2650130243369;3000;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
C02;Std03;std1E3;3uL;QtyorID;Std03;Std03;Treshold;25.4913124561859;3000;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
C03;Std03;std1E3;3uL;QtyorID;Std03;Std03;Treshold;26.3117410843432;3000;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
C04;Unkn11;MST0502;3uL;QtyorID;Unkn11;Unkn11;Treshold;49.414340616435;0.00399005477465295;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
C05;Unkn11;MST0502;3uL;QtyorID;Unkn11;Unkn11;Treshold;48.5313113058405;0.00681384403303702;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
C06;Unkn11;MST0502;3uL;QtyorID;Unkn11;Unkn11;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
C07;Unkn19;MST0386;3uL;QtyorID;Unkn19;Unkn19;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
C08;Unkn19;MST0386;3uL;QtyorID;Unkn19;Unkn19;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
C09;Unkn19;MST0386;3uL;QtyorID;Unkn19;Unkn19;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
C10;Unkn27;MST0551;3uL;QtyorID;Unkn27;Unkn27;Treshold;47.3800258181514;0.0136902238715498;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
C11;Unkn27;MST0551;3uL;QtyorID;Unkn27;Unkn27;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
C12;Unkn27;MST0551;3uL;QtyorID;Unkn27;Unkn27;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
D01;Std04;std1E2;3uL;QtyorID;Std04;Std04;Treshold;31.4472784465964;300;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
D02;Std04;std1E2;3uL;QtyorID;Std04;Std04;Treshold;31.4237833141153;300;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
D03;Std04;std1E2;3uL;QtyorID;Std04;Std04;Treshold;31.4730044808952;300;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
D04;Unkn12;MST0462;3uL;QtyorID;Unkn12;Unkn12;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
D05;Unkn12;MST0462;3uL;QtyorID;Unkn12;Unkn12;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
D06;Unkn12;MST0462;3uL;QtyorID;Unkn12;Unkn12;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
D07;Unkn20;MST0377;3uL;QtyorID;Unkn20;Unkn20;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
D08;Unkn20;MST0377;3uL;QtyorID;Unkn20;Unkn20;Treshold;48.1217432963231;0.00873354366902803;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
D09;Unkn20;MST0377;3uL;QtyorID;Unkn20;Unkn20;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
D10;Unkn28;MST0512;3uL;QtyorID;Unkn28;Unkn28;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
D11;Unkn28;MST0512;3uL;QtyorID;Unkn28;Unkn28;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
D12;Unkn28;MST0512;3uL;QtyorID;Unkn28;Unkn28;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
E01;Std05;std1E1;3uL;QtyorID;Std05;Std05;Treshold;36.6270757366165;30;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
E02;Std05;std1E1;3uL;QtyorID;Std05;Std05;Treshold;36.426826550589;30;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
E03;Std05;std1E1;3uL;QtyorID;Std05;Std05;Treshold;36.8692331262779;30;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
E04;Unkn13;MST0424;3uL;QtyorID;Unkn13;Unkn13;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
E05;Unkn13;MST0424;3uL;QtyorID;Unkn13;Unkn13;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
E06;Unkn13;MST0424;3uL;QtyorID;Unkn13;Unkn13;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
E07;Unkn21;MST0404;3uL;QtyorID;Unkn21;Unkn21;Treshold;31.9556081016103;157.078800978899;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
E08;Unkn21;MST0404;3uL;QtyorID;Unkn21;Unkn21;Treshold;31.921955013561;160.315336495272;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
E09;Unkn21;MST0404;3uL;QtyorID;Unkn21;Unkn21;Treshold;31.8186284738097;170.67527767947;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
E10;Unkn29;MST0558;3uL;QtyorID;Unkn29;Unkn29;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
E11;Unkn29;MST0558;3uL;QtyorID;Unkn29;Unkn29;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
E12;Unkn29;MST0558;3uL;QtyorID;Unkn29;Unkn29;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
F01;Std06;std1E0;3uL;QtyorID;Std06;Std06;Treshold;33.9411478739815;3;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
F02;Std06;std1E0;3uL;QtyorID;Std06;Std06;Treshold;NaN;3;RSqdRn;SlopedRn;qpcr0780;MONIS5biorad;assid04;Psever;plt03;qpcrrundate20201218
