Well;replno;smpltp;templvol;QtyID;WellType;Replicate;ThresholddRn;CtdRn;Quantitycopies;RSqdRn;SlopedRn;qpcrno;MONISprojectno;AssayID;speciesabbr;plateno;qpcrrundate
B11;26;MST2022097STEX32-14;3uL;QtyorID;Unknown;26;0.0491;NoCt;NoCt;0.982;-3.513;qpcr1021;MONIS6MST2023;AssID08;Colper;plt01;qpcrrundate20240220
B12;26;MST2022097STEX32-14;3uL;QtyorID;Unknown;26;0.0491;NoCt;NoCt;0.982;-3.513;qpcr1021;MONIS6MST2023;AssID08;Colper;plt01;qpcrrundate20240220
C10;27;MST2023118STEX32-18;3uL;QtyorID;Unknown;27;0.0491;NoCt;NoCt;0.982;-3.513;qpcr1021;MONIS6MST2023;AssID08;Colper;plt01;qpcrrundate20240220
C11;27;MST2023118STEX32-18;3uL;QtyorID;Unknown;27;0.0491;45.90;2.138e-002;0.982;-3.513;qpcr1021;MONIS6MST2023;AssID08;Colper;plt01;qpcrrundate20240220
C12;27;MST2023118STEX32-18;3uL;QtyorID;Unknown;27;0.0491;NoCt;NoCt;0.982;-3.513;qpcr1021;MONIS6MST2023;AssID08;Colper;plt01;qpcrrundate20240220
D10;28;MST2023066STEX32-21;3uL;QtyorID;Unknown;28;0.0491;NoCt;NoCt;0.982;-3.513;qpcr1021;MONIS6MST2023;AssID08;Colper;plt01;qpcrrundate20240220
D11;28;MST2023066STEX32-21;3uL;QtyorID;Unknown;28;0.0491;NoCt;NoCt;0.982;-3.513;qpcr1021;MONIS6MST2023;AssID08;Colper;plt01;qpcrrundate20240220
D12;28;MST2023066STEX32-21;3uL;QtyorID;Unknown;28;0.0491;NoCt;NoCt;0.982;-3.513;qpcr1021;MONIS6MST2023;AssID08;Colper;plt01;qpcrrundate20240220
E10;29;MST2023058STEX32-22;3uL;QtyorID;Unknown;29;0.0491;NoCt;NoCt;0.982;-3.513;qpcr1021;MONIS6MST2023;AssID08;Colper;plt01;qpcrrundate20240220
E11;29;MST2023058STEX32-22;3uL;QtyorID;Unknown;29;0.0491;NoCt;NoCt;0.982;-3.513;qpcr1021;MONIS6MST2023;AssID08;Colper;plt01;qpcrrundate20240220
E12;29;MST2023058STEX32-22;3uL;QtyorID;Unknown;29;0.0491;NoCt;NoCt;0.982;-3.513;qpcr1021;MONIS6MST2023;AssID08;Colper;plt01;qpcrrundate20240220
F10;30;MST2023074STEX32-24;3uL;QtyorID;Unknown;30;0.0491;NoCt;NoCt;0.982;-3.513;qpcr1021;MONIS6MST2023;AssID08;Colper;plt01;qpcrrundate20240220
F11;30;MST2023074STEX32-24;3uL;QtyorID;Unknown;30;0.0491;NoCt;NoCt;0.982;-3.513;qpcr1021;MONIS6MST2023;AssID08;Colper;plt01;qpcrrundate20240220
F12;30;MST2023074STEX32-24;3uL;QtyorID;Unknown;30;0.0491;NoCt;NoCt;0.982;-3.513;qpcr1021;MONIS6MST2023;AssID08;Colper;plt01;qpcrrundate20240220
G10;31;MST2023019STEX33-01;3uL;QtyorID;Unknown;31;0.0491;NoCt;NoCt;0.982;-3.513;qpcr1021;MONIS6MST2023;AssID08;Colper;plt01;qpcrrundate20240220
G11;31;MST2023019STEX33-01;3uL;QtyorID;Unknown;31;0.0491;NoCt;NoCt;0.982;-3.513;qpcr1021;MONIS6MST2023;AssID08;Colper;plt01;qpcrrundate20240220
G12;31;MST2023019STEX33-01;3uL;QtyorID;Unknown;31;0.0491;NoCt;NoCt;0.982;-3.513;qpcr1021;MONIS6MST2023;AssID08;Colper;plt01;qpcrrundate20240220
H10;32;MST2023010STEX33-03;3uL;QtyorID;Unknown;32;0.0491;NoCt;NoCt;0.982;-3.513;qpcr1021;MONIS6MST2023;AssID08;Colper;plt01;qpcrrundate20240220
H11;32;MST2023010STEX33-03;3uL;QtyorID;Unknown;32;0.0491;NoCt;NoCt;0.982;-3.513;qpcr1021;MONIS6MST2023;AssID08;Colper;plt01;qpcrrundate20240220
H12;32;MST2023010STEX33-03;3uL;QtyorID;Unknown;32;0.0491;NoCt;NoCt;0.982;-3.513;qpcr1021;MONIS6MST2023;AssID08;Colper;plt01;qpcrrundate20240220
A1;01;std1E5;3uL;QtyorID;Standard;1;0.0304;19.95;3.00e+005;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
A2;01;std1E5;3uL;QtyorID;Standard;1;0.0304;19.85;3.00e+005;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
A3;01;std1E5;3uL;QtyorID;Standard;1;0.0304;19.99;3.00e+005;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
B1;02;std1E4;3uL;QtyorID;Standard;2;0.0304;23.32;3.00e+004;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
B2;02;std1E4;3uL;QtyorID;Standard;2;0.0304;23.15;3.00e+004;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
B3;02;std1E4;3uL;QtyorID;Standard;2;0.0304;23.14;3.00e+004;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
C1;03;std1E3;3uL;QtyorID;Standard;3;0.0304;27.02;3.00e+003;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
C2;03;std1E3;3uL;QtyorID;Standard;3;0.0304;27.10;3.00e+003;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
C3;03;std1E3;3uL;QtyorID;Standard;3;0.0304;27.18;3.00e+003;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
D1;04;std1E2;3uL;QtyorID;Standard;4;0.0304;30.48;3.00e+002;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
D2;04;std1E2;3uL;QtyorID;Standard;4;0.0304;32.01;3.00e+002;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
D3;04;std1E2;3uL;QtyorID;Standard;4;0.0304;30.96;3.00e+002;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
E1;05;std1E1;3uL;QtyorID;Standard;5;0.0304;34.02;3.00e+001;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
E2;05;std1E1;3uL;QtyorID;Standard;5;0.0304;34.24;3.00e+001;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
E3;05;std1E1;3uL;QtyorID;Standard;5;0.0304;33.79;3.00e+001;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
F1;06;std1E0;3uL;QtyorID;Standard;6;0.0304;36.33;3.00e+000;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
F2;06;std1E0;3uL;QtyorID;Standard;6;0.0304;NoCt;NoCt;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
F3;06;std1E0;3uL;QtyorID;Standard;6;0.0304;37.65;3.00e+000;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
G1;07;std1E-1;3uL;QtyorID;Standard;7;0.0304;NoCt;NoCt;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
G2;07;std1E-1;3uL;QtyorID;Standard;7;0.0304;NoCt;NoCt;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
G3;07;std1E-1;3uL;QtyorID;Standard;7;0.0304;NoCt;NoCt;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
H1;08;std1ENTC;3uL;QtyorID;NTC;8;0.0304;NoCt;NoCt;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
H2;08;std1ENTC;3uL;QtyorID;NTC;8;0.0304;NoCt;NoCt;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
H3;08;std1ENTC;3uL;QtyorID;NTC;8;0.0304;NoCt;NoCt;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
A4;09;MST2023117STEX33-04;3uL;QtyorID;Unknown;9;0.0304;37.59;2.87;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
A5;09;MST2023117STEX33-04;3uL;QtyorID;Unknown;9;0.0304;35.14;1.436e+001;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
A6;09;MST2023117STEX33-04;3uL;QtyorID;Unknown;9;0.0304;34.89;1.690e+001;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
B4;10;MST2023089STEX33-07;3uL;QtyorID;Unknown;10;0.0304;NoCt;NoCt;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
B5;10;MST2023089STEX33-07;3uL;QtyorID;Unknown;10;0.0304;NoCt;NoCt;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
B6;10;MST2023089STEX33-07;3uL;QtyorID;Unknown;10;0.0304;NoCt;NoCt;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
C4;11;MST2023055STEX33-09;3uL;QtyorID;Unknown;11;0.0304;NoCt;NoCt;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
C5;11;MST2023055STEX33-09;3uL;QtyorID;Unknown;11;0.0304;NoCt;NoCt;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
C6;11;MST2023055STEX33-09;3uL;QtyorID;Unknown;11;0.0304;NoCt;NoCt;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
D4;12;MST2022110STEX33-10;3uL;QtyorID;Unknown;12;0.0304;NoCt;NoCt;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
D5;12;MST2022110STEX33-10;3uL;QtyorID;Unknown;12;0.0304;NoCt;NoCt;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
D6;12;MST2022110STEX33-10;3uL;QtyorID;Unknown;12;0.0304;NoCt;NoCt;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
E4;13;MST1018STEX33-13;3uL;QtyorID;Unknown;13;0.0304;NoCt;NoCt;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
E5;13;MST1018STEX33-13;3uL;QtyorID;Unknown;13;0.0304;NoCt;NoCt;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
E6;13;MST1018STEX33-13;3uL;QtyorID;Unknown;13;0.0304;NoCt;NoCt;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
F4;14;MST2023041STEX33-15;3uL;QtyorID;Unknown;14;0.0304;NoCt;NoCt;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
F5;14;MST2023041STEX33-15;3uL;QtyorID;Unknown;14;0.0304;NoCt;NoCt;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
F6;14;MST2023041STEX33-15;3uL;QtyorID;Unknown;14;0.0304;NoCt;NoCt;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
G4;15;MST2023065STEX33-18;3uL;QtyorID;Unknown;15;0.0304;NoCt;NoCt;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
G5;15;MST2023065STEX33-18;3uL;QtyorID;Unknown;15;0.0304;NoCt;NoCt;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
G6;15;MST2023065STEX33-18;3uL;QtyorID;Unknown;15;0.0304;NoCt;NoCt;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
H4;16;MST443STEX33-20;3uL;QtyorID;Unknown;16;0.0304;NoCt;NoCt;0.992;-3.505;qpcr1022;MONIS6MST2023;AssID08;Colper;plt02;qpcrrundate20240221
