"","Vandprvenummer_unikt_nummer_U_Pr_Nr","Ansvarlig_prvetager_navn_Navn_Inds","Skib_skib","Institution_Inst","dato_dato_inds","lokalitet_navn_omrde_Lok_omr","position_breddegrad_lok_pos","position_lngdegrad_lok_pos","Max_vanddybde_p_lokalitet_max_Dyb","Dybde_hvor_vandprve_er_indhentet_fra_Dyb_Str","Volumen_vand_filtreret_Vwf","Er_vandsjlen_lagdelt_ja_nej","Dybde_for_lagdelingen_Dyb_lagd","dato_hvor_vandprve_er_overfrt_fra_15_C_til_80_C_dato_80C","Temperatur_p_vandprve_ved_indsamling_Temp_Inds","Er_vandhenter_behrigt_skyllet_inden_vandprven_blev_indsamlet_ja_nej","Er_pose_og_filter_udskiftet_i_Amphiltrator_inden_prven_er_blevet_filtreret_ja_nej","Vandprven_blev_indsamlet_samtidigt_med_bundfauna_makroalge_zooplankton_fytoplankton_fiskeri","Restvand_er_presset_ud_af_filteret_inden_indfrysning_ja_nej","Zip_lock_pose_med_filter_er_markeret_med_dato_unikt_nummer_og_lokalitet_ja_nej","Bemrkninger","position_breddegrad_lok_pos03","position_breddegrad_lok_pos02","position_lngdegrad_lok_pos03","position_lngdegrad_lok_pos02","tidspunkt_hvor_vandprve_er_indsamlet_tdspkt_inds_01","tidspunkt_hvor_vandprve_er_filtreret_tdspkt_filt","tidspunkt_hvor_vandprve_er_indfrosset_15_C_tdspkt_indfr_01","tidspunkt_hvor_vandprve_er_indfrosset_15_C_tdspkt_indfr_02"
"1","MST174","NisFlinkSoerensen","LivII","Fyn","2019-06-04","fyn6300043",54.9977527777778,10.1669472222222,34,1,1300,"ja","11","2019-06-04","14.36","ja","ja","fytoplankton","ja","ja","Vandprøvenummer (unikt nummer) (U_Pr_Nr) rettet til MST-174 (rettet fra MST-175) / lapjo","54*59'8651","54DEGR_59MINUT_51.91SECONDS","010*09'6101","010DEGR_09MINUT_61.01SECONDS","06:07","06:18","06:28",NA
"2","MST178","NisFlinkSoerensen","LivII","Fyn","2019-06-04","fyn6300043",54.9977527777778,10.1669472222222,34,1,1100,"ja","11","2019-06-04","14.36","ja","ja","fytoplankton","ja","ja",NA,"54*59'8651","54DEGR_59MINUT_51.91SECONDS","010*09'6101","010DEGR_09MINUT_61.01SECONDS","06:07","06:33","06:48",NA
"3","MST177","NisFlinkSoerensen","LivII","Fyn","2019-06-04","fyn6300043",54.9977527777778,10.1669472222222,34,1,1300,"ja","11","2019-06-04","14.36","ja","ja","fytoplankton","ja","ja",NA,"54*59'8651","54DEGR_59MINUT_51.91SECONDS","010*09'6101","010DEGR_09MINUT_61.01SECONDS","06:07","06:56","07:06",NA
"4","MST260","JAROB_20629477","LIVII","Fyn","2019-03-07","6500351_DSoe",55.0256666666667,10.4172694444444,14.3,13.2,1100,"nej","na","2019-03-14","5.24","ja","ja","Bundfauna","ja","ja",NA,"5501.54","55DEGR_01MINUT_32.4SECONDS","1025.217","010DEGR_25MINUT_2.17SECONDS","07:00","07:18","NA","lagt i fryser efter filtrering"
"5","MST293","JAROB_20629477","LIVII","Fyn","2019-03-07","6500351_DSoe",55.0256666666667,10.4172694444444,14.3,13.2,1320,"nej","na","2019-03-14","5.24","ja","ja","Bundfauna","ja","ja",NA,"5501.54","55DEGR_01MINUT_32.4SECONDS","1025.217","010DEGR_25MINUT_2.17SECONDS","07:00","07:38","NA","lagt i fryser efter filtrering"
"6","MST266","JAROB_20629477","LIVII","Fyn","2019-03-07","6500351_DSoe",55.0256666666667,10.4172694444444,14.3,13.2,1300,"nej","na","2019-03-14","5.24","ja","ja","Bundfauna","ja","ja",NA,"5501.54","55DEGR_01MINUT_32.4SECONDS","1025.217","010DEGR_25MINUT_2.17SECONDS","07:00","07:58","NA","lagt i fryser efter filtrering"
"7","MST464","JAROBjaneRobertsen","LIVII","MST_oeST","2019-09-05","ARH170006",56.1545944444444,10.3222166666667,16.6,1,1600,"ja","9",NA,"17.03","ja","ja","fytoplankton","ja","ja",NA,"56 09,2757","56DEGR_09MINUT_16.54SECONDS","010 19,1998","010DEGR_19MINUT_19.98SECONDS","08:01","08:20","NA","Umiddelbart efter filtrering"
"8","MST482","JAROBjaneRobertsen","LIVII","MST_oeST","2019-09-05","ARH170006",56.1545944444444,10.3222166666667,16.6,1,1700,"ja","9","","17.03","ja","ja","fytoplankton","ja","ja",NA,"56 09,2757","56DEGR_09MINUT_16.54SECONDS","010 19,1998","010DEGR_19MINUT_19.98SECONDS","08:01","08:31","NA","umiddebart efter filtrering"
"9","MST519","JAROBjaneRobertsen","LIVII","MST_oeST","2019-09-05","ARH170006",56.1545944444444,10.3222166666667,16.6,1,1700,"ja","9","","17.03","ja","ja","fytoplankton","ja","ja",NA,"56 09,2757","56DEGR_09MINUT_16.54SECONDS","010 19,1998","010DEGR_19MINUT_19.98SECONDS","08:01","08:48","NA","Umiddelbart efter filtrering"
"10","MST179","JAROB_20629477","LIVII","MSToeST","2019-06-11","ARH170006",56.1547194444444,10.3194083333333,16,1,1100,"ja","8","2019-06-11","15.5","ja","ja","Fytoplankton","ja","ja",NA,"56 09,2831","56DEGR_09MINUT_16.99SECONDS","010 19,0987","010DEGR_19MINUT_9.87SECONDS","10:05","10:27","NA","lagt i fryser efter filtrering"
"11","MST180","JAROB_20629477","LIVII","MSToeST","2019-06-11","ARH170006",56.1547194444444,10.3194083333333,16,1,1100,"ja","8","2019-06-11","15.5","ja","ja","Fytoplankton","ja","ja",NA,"56 09,2831","56DEGR_09MINUT_16.99SECONDS","010 19,0987","010DEGR_19MINUT_9.87SECONDS","10:05","10:40","NA","lagt i fryser efter filtrering"
"12","MST186","JAROB_20629477","LIVII","MSToeST","2019-06-11","ARH170006",56.1547194444444,10.3194083333333,16,1,1100,"ja","8","2019-06-11","15.5","ja","ja","Fytoplankton","ja","ja",NA,"56 09,2831","56DEGR_09MINUT_16.99SECONDS","010 19,0987","010DEGR_19MINUT_9.87SECONDS","10:05","10:56","NA","lagt i fryser efter filtrering"
"13","MST207","ALKRI_NIFSO","DAPHNE","MST_STORSTRoeM","2019-03-22","KarrebaeksmindeBugt",55.1218333333333,11.5833694444444,11.5,10.5,1450,"ja","9.5","2019-03-29","5.4","ja","ja","Bundfauna","ja","ja",NA,"55°07'31 N","55DEGR_07MINUT_18.6SECONDS","011°35'13 Ø","011DEGR_35MINUT_0.13SECONDS","06:36","06:59","07:01",NA
"14","MST215","ALKRI_NIFSO","DAPHNE","MST_STORSTRoeM","2019-03-22","KarrebaeksmindeBugt",55.1218333333333,11.5833694444444,11.5,10.5,1400,"ja","9.5","2019-03-29","5.4","ja","ja","Bundfauna","ja","ja",NA,"55°07'31 N","55DEGR_07MINUT_18.6SECONDS","011°35'13 Ø","011DEGR_35MINUT_0.13SECONDS","06:36","07:15","07:18",NA
"15","MST191","ALKRI_NIFSO","DAPHNE","MST_STORSTRoeM","2019-03-22","KarrebaeksmindeBugt",55.1218333333333,11.5833694444444,11.5,10.5,1400,"ja","9.5","2019-03-29","5.4","ja","ja","Bundfauna","ja","ja",NA,"55°07'31 N","55DEGR_07MINUT_18.6SECONDS","011°35'13 Ø","011DEGR_35MINUT_0.13SECONDS","06:36","07:45","07:48",NA
"16","MST213","PHELD_NIFSO","DAPHNE","MST_SjaeLLAND","2019-04-03","BF_14Kattegat",56.056,11.7835333333333,16.3,15.6,1400,"nej","-","2019-04-04","5.9","ja","ja","Bundfauna","ja","ja",NA,"56°03'36 N","56DEGR_03MINUT_21.6SECONDS","011°47'72 Ø","011DEGR_47MINUT_0.72SECONDS","15:25","15:46","15:48",NA
"17","MST056","PHELD_NIFSO","DAPHNE","MST_SjaeLLAND","2019-04-03","BF_14Kattegat",56.056,11.7835333333333,16.3,15.6,1450,"nej","-","2019-04-04","5.9","ja","ja","Bundfauna","ja","ja",NA,"56°03'36 N","56DEGR_03MINUT_21.6SECONDS","011°47'72 Ø","011DEGR_47MINUT_0.72SECONDS","15:25","16:04","16:06",NA
"18","MST082","PHELD_NIFSO","DAPHNE","MST_SjaeLLAND","2019-04-03","BF_14Kattegat",56.056,11.7835333333333,16.3,15.6,1400,"nej","-","2019-04-04","5.9","ja","ja","Bundfauna","ja","ja",NA,"56°03'36 N","56DEGR_03MINUT_21.6SECONDS","011°47'72 Ø","011DEGR_47MINUT_0.72SECONDS","15:25","16:23","16:25",NA
"19","MST252","ALKRI","DAPHNE","MST_SjaeLLAND","2019-04-29","BF_jammerlandbugt",55.6616666666667,10.9839166666667,13.5,12.55,1400,"ja","5.0999999999999996","2019-05-06","7.21","ja","ja","Bundfauna","ja","ja",NA,"55°38'170 N","55DEGR_38MINUT_102SECONDS","010°59'210 Ø","010DEGR_59MINUT_2.1SECONDS","07:14","07:36","07:36",NA
"20","MST199","ALKRI","DAPHNE","MST_SjaeLLAND","2019-04-29","BF_jammerlandbugt",55.6616666666667,10.9839166666667,13.5,12.55,1400,"ja","5.0999999999999996","2019-05-06","7.21","ja","ja","Bundfauna","ja","ja",NA,"55°38'170 N","55DEGR_38MINUT_102SECONDS","010°59'210 Ø","010DEGR_59MINUT_2.1SECONDS","07:14","07:57","07:57",NA
"21","MST054","ALKRI","DAPHNE","MST_SjaeLLAND","2019-04-29","BF_jammerlandbugt",55.6616666666667,10.9839166666667,13.5,12.55,1400,"ja","5.0999999999999996","2019-05-06","7.21","ja","ja","Bundfauna","ja","ja",NA,"55°38'170 N","55DEGR_38MINUT_102SECONDS","010°59'210 Ø","010DEGR_59MINUT_2.1SECONDS","07:14","08:12","08:14",NA
"22","MST250","STKRO","DAPHNE","MST_STORSTRoeM","2019-05-08","BF_HBFBor001",55.9,10.3852777777778,16,15,1400,"NEJ","-","2019-05-13","7.6","ja","ja","Bundfauna","ja","ja",NA,"55°49'500 N","55DEGR_49MINUT_300SECONDS","010°23'700 Ø","010DEGR_23MINUT_7SECONDS","12:27","12:50","12:52",NA
"23","MST203","STKRO","DAPHNE","MST_STORSTRoeM","2019-05-08","BF_HBFBor001",55.9,10.3852777777778,16,15,1400,"NEJ","-","2019-05-13","7.6","ja","ja","Bundfauna","ja","ja",NA,"55°49'500 N","55DEGR_49MINUT_300SECONDS","010°23'700 Ø","010DEGR_23MINUT_7SECONDS","12:27","13:00","13:01",NA
"24","MST176","STKRO","DAPHNE","MST_STORSTRoeM","2019-05-08","BF_HBFBor001",55.9,10.3852777777778,16,15,1400,"NEJ",NA,"2019-05-13","7.6","ja","ja","Bundfauna","ja","ja",NA,"55°49'500 N","55DEGR_49MINUT_300SECONDS","010°23'700 Ø","010DEGR_23MINUT_7SECONDS","12:27","13:21","13:23",NA
"25","MST187","Alkri","DAPHNE","MST_FYN","2019-05-10","DMU444Arkona",55.0003333333333,13.3000277777778,46,1,1450,"ja","30","2019-05-13","7.75","ja","ja","Fyto__zooplankton","ja","ja",NA,"55°00,02N","55DEGR_00MINUT_1.2SECONDS","013°18,10 Ø","013DEGR_18MINUT_0.1SECONDS","07:55","08:13","08:15",NA
"26","MST096","Alkri","DAPHNE","MST_FYN","2019-05-10","DMU444Arkona",55.0003333333333,13.3000277777778,46,1,1500,"ja","30","2019-05-13","7.75","ja","ja","Fyto__zooplankton","ja","ja",NA,"55°00,02N","55DEGR_00MINUT_1.2SECONDS","013°18,10 Ø","013DEGR_18MINUT_0.1SECONDS","07:55","08:36","08:38",NA
"27","MST195","Alkri","DAPHNE","MST_FYN","2019-05-10","DMU444Arkona",55.0003333333333,13.3000277777778,46,1,1450,"ja","30","2019-05-13","7.75","ja","ja","Fyto__zooplankton","ja","ja",NA,"55°00,02N","55DEGR_00MINUT_1.2SECONDS","013°18,10 Ø","013DEGR_18MINUT_0.1SECONDS","07:55","08:50","08:52",NA
"28","MST183","NIFSO_PHELD","DAPHNE","MST_SjaeLLAND","2019-05-23","VENKBH431",55.862,12.75,53,1,1600,"ja","10","2019-06-03","11.8","ja","ja","Fyto__zooplankton","ja","ja",NA,"55°51'72 N","55DEGR_51MINUT_43.2SECONDS","012°45'00 Ø","012DEGR_45MINUT_0SECONDS","10:45","10:52","11:09",NA
"29","MST251","NIFSO_PHELD","DAPHNE","MST_SjaeLLAND","2019-05-23","VENKBH431",55.862,12.75,53,1,1600,"ja","10","2019-06-03","11.8","ja","ja","Fyto__zooplankton","ja","ja",NA,"55°51'72 N","55DEGR_51MINUT_43.2SECONDS","012°45'00 Ø","012DEGR_45MINUT_0SECONDS","10:45","11:12","11:22",NA
"30","MST161","NIFSO_PHELD","DAPHNE","MST_SjaeLLAND","2019-05-23","VENKBH431",55.862,12.75,53,1,1600,"ja","10","2019-06-03","11.8","ja","ja","Fyto__zooplankton","ja","ja",NA,"55°51'72 N","55DEGR_51MINUT_43.2SECONDS","012°45'00 Ø","012DEGR_45MINUT_0SECONDS","10:45","11:27","11:45",NA
"31","MST192","ALKRI_PHELD","DAPHNE","MST_SjaeLLAND","2019-06-12","Gniben",56.1318333333333,11.1501333333333,48.3,1,1450,"ja","6","2019-06-14","15.18","ja","ja","Fytoplankton","ja","ja",NA,"56°07'91 N","56DEGR_07MINUT_54.6SECONDS","011°09'48 Ø","011DEGR_09MINUT_0.48SECONDS","10:15","10:30","10:32",NA
"32","MST182","ALKRI_PHELD","DAPHNE","MST_SjaeLLAND","2019-06-12","Gniben",56.1318333333333,11.1501333333333,48.3,1,1500,"ja","6","2019-06-14","15.18","ja","ja","Fytoplankton","ja","ja",NA,"56°07'91 N","56DEGR_07MINUT_54.6SECONDS","011°09'48 Ø","011DEGR_09MINUT_0.48SECONDS","10:15","10:50","10:52",NA
"33","MST184","ALKRI_PHELD","DAPHNE","MST_SjaeLLAND","2019-06-12","Gniben",56.1318333333333,11.1501333333333,48.3,1,1500,"ja","6","2019-06-14","15.18","ja","ja","Fytoplankton","ja","ja",NA,"56°07'91 N","56DEGR_07MINUT_54.6SECONDS","011°09'48 Ø","011DEGR_09MINUT_0.48SECONDS","10:15","11:11","11:13",NA
"34","MST422","ALKRI_PHELD","DAPHNE","MST_SjaeLLAND","2019-08-26","VENKBH431",55.862,12.75,49,1,1700,"ja","11","2019-09-02","19","ja","ja","Fyto__zooplankton","ja","ja",NA,"55°51'72 N","55DEGR_51MINUT_43.2SECONDS","012°45'00 Ø","012DEGR_45MINUT_0SECONDS","11:15","11:35","11:37",NA
"35","MST425","ALKRI_PHELD","DAPHNE","MST_SjaeLLAND","2019-08-26","VENKBH431",55.862,12.75,49,1,1700,"ja","11","2019-09-02","19","ja","ja","Fyto__zooplankton","ja","ja",NA,"55°51'72 N","55DEGR_51MINUT_43.2SECONDS","012°45'00 Ø","012DEGR_45MINUT_0SECONDS","11:15","11:52","11:54",NA
"36","MST449","ALKRI_PHELD","DAPHNE","MST_SjaeLLAND","2019-08-26","VENKBH431",55.862,12.75,49,1,1700,"ja","11","2019-09-02","19","ja","ja","Fyto__zooplankton","ja","ja",NA,"55°51'72 N","55DEGR_51MINUT_43.2SECONDS","012°45'00 Ø","012DEGR_45MINUT_0SECONDS","11:15","12:11","12:13",NA
"37","MST362","ALKRI_PHELD","DAPHNE","MST_SjaeLLAND","2019-08-27","GnibenVSJ20925",56.1315,11.1501361111111,48.4,1,1800,"ja","15","2019-09-02","18.9","ja","ja","Fytoplankton","ja","ja",NA,"56°07'89 N","56DEGR_07MINUT_53.4SECONDS","011°09'49 Ø","011DEGR_09MINUT_0.49SECONDS","09:48","10:10","10:12",NA
"38","MST393","ALKRI_PHELD","DAPHNE","MST_SjaeLLAND","2019-08-27","GnibenVSJ20925",56.1315,11.1501361111111,48.4,1,1600,"ja","15","2019-09-02","18.9","ja","ja","Fytoplankton","ja","ja",NA,"56°07'89 N","56DEGR_07MINUT_53.4SECONDS","011°09'49 Ø","011DEGR_09MINUT_0.49SECONDS","09:48","10:27","10:29",NA
"39","MST450","ALKRI_PHELD","DAPHNE","MST_SjaeLLAND","2019-08-27","GnibenVSJ20925",56.1315,11.1501361111111,48.4,1,1600,"ja","15","2019-09-02","18.9","ja","ja","Fytoplankton","ja","ja",NA,"56°07'89 N","56DEGR_07MINUT_53.4SECONDS","011°09'49 Ø","011DEGR_09MINUT_0.49SECONDS","09:48","10:41","10:43",NA
"40","MST458","ALKRI_PHELD","DAPHNE","MST_FYN","2019-08-28","DMU444Arkona",54.9996666666667,13.2833611111111,46.6,1,1450,"ja","8","2019-09-02","21.2","ja","ja","Fyto__zooplankton","ja","ja",NA,"54°59'98 N","54DEGR_59MINUT_58.8SECONDS","013°17'10 Ø","013DEGR_17MINUT_0.1SECONDS","12:56","13:18","13:21",NA
"41","MST471","ALKRI_PHELD","DAPHNE","MST_FYN","2019-08-28","DMU444Arkona",54.9996666666667,13.2833611111111,46.6,1,1450,"ja","8","2019-09-02","21.2","ja","ja","Fyto__zooplankton","ja","ja",NA,"54°59'98 N","54DEGR_59MINUT_58.8SECONDS","013°17'10 Ø","013DEGR_17MINUT_0.1SECONDS","12:56","13:36","13:37",NA
"42","MST497","ALKRI_PHELD","DAPHNE","MST_FYN","2019-08-28","DMU444Arkona",54.9996666666667,13.2833611111111,46.6,1,1450,"ja","8","2019-09-02","21.2","ja","ja","Fyto__zooplankton","ja","ja",NA,"54°59'98 N","54DEGR_59MINUT_58.8SECONDS","013°17'10 Ø","013DEGR_17MINUT_0.1SECONDS","12:56","13:54","13:55",NA
"43","MST272","JAROB_20629477","LIVII","Sydjylland","2019-03-21","FFSB0011SoenderborgBugt",54.8372666666667,9.81814166666667,29.7,29,1400,"ja","26","2019-03-22","4.8","ja","ja","Bundfauna","ja","ja",NA,"5450.236","54DEGR_50MINUT_14.16SECONDS","949.531","009DEGR_49MINUT_5.31SECONDS","12:10","12:35","NA","lagt i fryser efter filtrering"
"44","MST275","JAROB_20629477","LIVII","Sydjylland","2019-03-21","FFSB0011SoenderborgBugt",54.8372666666667,9.81814166666667,29.7,29,1700,"ja","26","2019-03-22","4.8","ja","ja","Bundfauna","ja","ja",NA,"5450.236","54DEGR_50MINUT_14.16SECONDS","949.531","009DEGR_49MINUT_5.31SECONDS","12:10","12:51","NA","lagt i fryser efter filtrering"
"45","MST300","JAROB_20629477","LIVII","Sydjylland","2019-03-21","FFSB0011SoenderborgBugt",54.8372666666667,9.81814166666667,29.7,29,1450,"ja","26","2019-03-22","4.8","ja","ja","Bundfauna","ja","ja",NA,"5450.236","54DEGR_50MINUT_14.16SECONDS","949.531","009DEGR_49MINUT_5.31SECONDS","12:10","13:08","NA","lagt i fryser efter filtrering"
"46","MST491","JAROBjaneRobertsen","LIVII","MSTFYN","2019-08-26","FYN6300043",54.9979333333333,10.1670388888889,348,1,1700,"ja","5,6 - 12,0 - 15,2",NA,"19.68","ja","ja","fytoplankton","ja","ja",NA,"54 59,8760","54DEGR_59MINUT_52.56SECONDS","010 09,6134","010DEGR_09MINUT_61.34SECONDS","09:01","09:28","NA","Umiddelbart efter filtrering"
"47","MST502","JAROBjaneRobertsen","LIVII","MSTFYN","2019-08-26","FYN6300043",54.9979333333333,10.1670388888889,348,1,1700,"ja","5,6 - 12,0 - 15,2","","19.68","ja","ja","fytoplankton","ja","ja",NA,"54 59,8760","54DEGR_59MINUT_52.56SECONDS","010 09,6134","010DEGR_09MINUT_61.34SECONDS","09:01","09:42","NA","umiddebart efter filtrering"
"48","MST517","JAROBjaneRobertsen","LIVII","MSTFYN","2019-08-26","FYN6300043",54.9979333333333,10.1670388888889,348,1,1750,"ja","5,6 - 12,0 - 15,2","","19.68","ja","ja","fytoplankton","ja","ja",NA,"54 59,8760","54DEGR_59MINUT_52.56SECONDS","010 09,6134","010DEGR_09MINUT_61.34SECONDS","09:01","09:54","NA","Umiddelbart efter filtrering"
"49","MST169","OLBPO","Belone","MST_FYN","2019-09-02","FYN6900017",55.4782333333333,10.5169027777778,9.4,1,1000,"nej",NA,"2019-09-02","18.6","ja","ja","fytoplankton","ja","ja",NA,"5528.694","55DEGR_28MINUT_41.64SECONDS","1031.085","010DEGR_31MINUT_0.85SECONDS","11:00","11:28","NA","straks efter filtring"
"50","MST188","OLBPO","Belone","MST_FYN","2019-09-02","FYN6900017",55.4782333333333,10.5169027777778,9.4,1,1000,"nej",NA,"2019-09-02","18.6","ja","ja","fytoplankton","ja","ja",NA,"5528.694","55DEGR_28MINUT_41.64SECONDS","1031.085","010DEGR_31MINUT_0.85SECONDS","11:00","11:46","NA","straks efter filtring"
